Timestamp,1. Country,2. Gender,3. Grade/Year of Study,4. Self-Assessed Knowledge,2.1 Frequency of Use,2.2 Primary Use Cases,2.2.1 Output Reworking (Human-AI Teaming),2.2.2 Quality Perception,2.2.3 Efficiency and Value,2.2.4 Interaction Effort (Prompting),2.3 Confidence in Detection (Media Literacy),2.3.1 Fact-Checking Habits,2.3.2 Awareness of Hallucinations,2.3.3 Awareness of Bias,2.4 General Feeling,DS1.1 Technology Adoption Profile,DS1.2 Specific Frequency of Use,DS1.3 AI Perception,DS1.5 Guidelines on AI,"DS2.1 AI tools truly ""understand"" the meaning of the text they generate.","DS2.2 The information provided by AI is generally neutral, objective, and unbiased.",DS2.3 I think AI is inherently smarter and more capable than human beings.,DS2.4 I usually trust the factual accuracy of AI-generated answers without feeling the need to double-check other sources.,DS2.5 I clearly understand how a GenAI assistant generates its responses.,DS2.6 The way I request something to AI doesn’t have any impact on the quality of the result produced,DS3.1 Teachers will unfairly accuse me of using AI for my assignments even when I do not.,DS3.2 Using AI to do my homework will make me lose the ability to think critically and learn independently.,"DS3.3 The difficulty of distinguishing between human-created and AI-generated content (e.g., fake news, deepfakes).","DS3.5 AI tools might reinforce existing social biases and discrimination (e.g., gender, race, cultural stereotypes).",DS3.6 Unequal access to premium (paid) AI tools will create unfair advantages among students.,DS3.8 I worry that relying on AI to produce high-quality work makes me feel less capable or smart when I have to complete similar tasks on my own.,"DS4.1 I expect AI to significantly speed up my daily study/work tasks, making me more efficient.",DS4.2 I believe AI can perfectly tailor learning materials to match the individual learning pace and style of each student.,DS4.3 I expect AI to make learning more accessible and inclusive for students with diverse cognitive needs or language barriers.,DS4.4 I see AI as a non-judgmental tutor that is available 24/7 to answer my questions without making me feel inadequate.,DS4.5 I expect AI to provide better guidance for my future university or career choices than traditional school counselling.,Source Language
27/03/2026 11:49:51,Spain,Male,5th year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Brainstorming ideas and getting inspiration, Summarizing long documents or articles, Solving math/logic problems or coding, Helping with homework / Lesson planning","I read it to check for major errors, but keep it mostly intact.","The AI's output was poor/incorrect, and I had to redo most of it.",It has no significant impact on my time or effort.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.","Yes, frequently.","Hope, Enthusiasm",You try it out after hearing good things from friends or colleagues.,A few times a month,A shortcut (to do the heavy lifting or do my assignments for me).,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Agree,Agree,Disagree,Agree,Disagree,Agree,es
27/03/2026 11:49:02,Spain,Female,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",A few times a week,"Brainstorming ideas and getting inspiration, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding, Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","Yes, occasionally.",Other,You try it out after hearing good things from friends or colleagues.,Daily,A personal tutor/mentor (to explain concepts and help me learn).,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Very concerned,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,es
27/03/2026 11:48:53,Spain,Female,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",Daily,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles, Helping with homework / Lesson planning",I use it as a draft or inspiration and rewrite it heavily.,The AI and I would have produced a similar result.,It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","No, never.","Yes, occasionally.",Hope,You try it out after hearing good things from friends or colleagues.,A few times a week,A personal tutor/mentor (to explain concepts and help me learn).,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Moderately concerned,Slightly concerned,Very concerned,Slightly concerned,Not at all concerned,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,es
27/03/2026 11:48:42,Spain,Male,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",A few times a week,"Summarizing long documents or articles, Solving math/logic problems or coding, Helping with homework / Lesson planning, Generating images or presentations",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,"It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",A moderate amount of time (I ask for a few adjustments or refinements).,Not very confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.","No, never.","Excitement, Curiosity, Enthusiasm, Suspicion",You only use it if it is strictly required for school or work.,Rarely,A personal tutor/mentor (to explain concepts and help me learn).,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Moderately concerned,Very concerned,Very concerned,Very concerned,Extremely concerned,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,es
27/03/2026 11:47:48,Spain,Female,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",Daily,"Brainstorming ideas and getting inspiration, Writing/drafting text (emails, essays, reports)",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,"It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.","A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Very confident,I ask the AI itself if it is sure about the answer.,"Yes, frequently.","Yes, occasionally.","Excitement, Anxiety, Curiosity",You wait until it becomes mainstream and most people are using it.,Daily,A smart search engine (to find information quickly and accurately).,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Disagree,Agree,Agree,Agree,Agree,Agree,es
27/03/2026 11:47:47,Spain,Male,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",A few times a week,Other (entertainment),I use it as a draft or inspiration and rewrite it heavily.,The AI produced a much better result than I could have.,It has no significant impact on my time or effort.,Very little time (I usually accept the first answer it provides).,Not very confident,I ask the AI itself if it is sure about the answer.,"Yes, frequently.","Yes, frequently.","Curiosity, Skepticism",You wait until it becomes mainstream and most people are using it.,Never,An entertainment tool (just for fun).,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Moderately concerned,Very concerned,Very concerned,Moderately concerned,Slightly concerned,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,es
27/03/2026 11:47:32,Spain,Female,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles, Generating images or presentations",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.","A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","Yes, occasionally.",Hope,You wait until it becomes mainstream and most people are using it.,A few times a week,A creative assistant/collaborator (to brainstorm and co-create).,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Very concerned,Moderately concerned,Slightly concerned,Very concerned,Very concerned,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,es
27/03/2026 11:46:30,Spain,Female,5th year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Translating texts or learning a language, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports)",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI and I would have produced a similar result.,It has no significant impact on my time or effort.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Not very confident,I ask the AI itself if it is sure about the answer.,"Yes, frequently.","Yes, occasionally.",Curiosity,You only use it if it is strictly required for school or work.,A few times a week,A creative assistant/collaborator (to brainstorm and co-create).,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Agree,Disagree,Agree,Agree,Disagree,Agree,es
27/03/2026 11:46:09,Spain,Female,1st year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",A few times a week,"Brainstorming ideas and getting inspiration, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI and I would have produced a similar result.,"It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.","A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,I ask the AI itself if it is sure about the answer.,"No, never.","Yes, occasionally.","Excitement, Curiosity, Enthusiasm, Suspicion",You wait until it becomes mainstream and most people are using it.,A few times a week,A personal tutor/mentor (to explain concepts and help me learn).,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Moderately concerned,Slightly concerned,Slightly concerned,Not at all concerned,Slightly concerned,Disagree,Agree,Disagree,Agree,Agree,Disagree,es
27/03/2026 11:46:00,Spain,Male,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",Daily,"Brainstorming ideas and getting inspiration, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding, Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI and I would have produced a similar result.,"It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.","A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","No, never.",I have never paid attention to this aspect.,"Excitement, Curiosity",You are one of the first to try it out.,A few times a month,A personal tutor/mentor (to explain concepts and help me learn).,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Moderately concerned,Slightly concerned,Very concerned,Moderately concerned,Moderately concerned,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,es
